 x_i       xi_mi
   3.5316715072189722E-003   3.5316715072189722E-003
   3.5316715072189722E-003   3.5191988035840698E-003
   3.5191988035840698E-003   3.5191988035840698E-003
   3.5191988035840698E-003   3.5068140433649224E-003
   3.5068140433649224E-003   3.5068140433649224E-003
   3.5068140433649224E-003   3.4945162986301809E-003
   3.4945162986301809E-003   3.4945162986301809E-003
   3.4945162986301809E-003   3.4823046544687889E-003
   3.4823046544687889E-003   3.4823046544687889E-003
   3.4823046544687889E-003   3.4701782087622540E-003
   3.4701782087622540E-003   3.4701782087622540E-003
   3.4701782087622540E-003   3.4581360719616854E-003
   3.4581360719616854E-003   3.4581360719616854E-003
